FID,ASA,CTEXP,eTH,eU,KPERC,MAGIGRF,MDT,ThetaMap,THKRAZAO,UKRAZAO,UTHRAZAO,X,Y,Cod_Litho,Geologia_R,INDICELATE
117273,0.008107755,9.6434,14.6056,1.3854,3.0208,-2.637,805.21,0.551610261,6.302,0.7206,0.1142,334391.6,7948636.2,5,Serra da Saudade- Pelitos,1.1471345675512001
117274,0.007633802,9.6187,14.5133,1.3232,3.0489,-2.754,806.495,0.512356264,6.2405,0.7098,0.1136,334391.8,7948644.6,5,Serra da Saudade- Pelitos,1.1199859057901964
117275,0.007436321,9.594,14.421,1.261,3.077,-2.789,807.78,0.493591938,6.179,0.699,0.113,334392.0,7948653.0,5,Serra da Saudade- Pelitos,1.0907667883575345
117276,0.00696884,9.6478,14.6612,1.4217,2.9973,-2.887,809.05,0.440136221,6.1467,0.6906,0.1122,334392.2,7948661.3,5,Serra da Saudade- Pelitos,1.1638498715793886
117277,0.006810888,9.7016,14.9014,1.5824,2.9176,-2.925,810.32,0.419319091,6.1144,0.6822,0.1114,334392.4,7948669.6,5,Serra da Saudade- Pelitos,1.2243550594409627
117278,0.006455497,9.7554,15.1416,1.7431,2.8379,-3.001,811.59,0.364136096,6.0821,0.6738,0.1106,334392.6,7948677.9,5,Serra da Saudade- Pelitos,1.2746300140001643
117279,0.005981642,9.8092,15.3818,1.9038,2.7582,-3.074,812.86,0.259911311,6.0498,0.6654,0.1098,334392.8,7948686.2,5,Serra da Saudade- Pelitos,1.316624647390928
117280,0.00582369,9.863,15.622,2.0645,2.6785,-3.088,814.13,0.20904458,6.0175,0.657,0.109,334393.0,7948694.5,5,Serra da Saudade- Pelitos,1.3519106397282965
117281,0.00555758,9.9168,15.8622,2.2252,2.5988,-3.111,815.4,0.101224065,5.9852,0.6486,0.1082,334393.2,7948702.8,5,Serra da Saudade- Pelitos,1.381738210727853
117282,0.005432982,9.9706,16.1024,2.3859,2.5191,-3.136,816.67,0.176531662,5.9529,0.6402,0.1074,334393.4,7948711.1,5,Serra da Saudade- Pelitos,1.4070979986380765
117283,0.005374604,10.0244,16.3426,2.5466,2.4394,-3.152,817.94,0.202646279,5.9206,0.6318,0.1066,334393.6,7948719.4,5,Serra da Saudade- Pelitos,1.428776015618652
117284,0.005199471,10.0782,16.5828,2.7073,2.3597,-3.191,819.21,0.268723976,5.8883,0.6234,0.1058,334393.8,7948727.7,5,Serra da Saudade- Pelitos,1.4473986055855759
117285,0.005068121,10.132,16.823,2.868,2.28,-3.207,820.48,0.311612009,5.856,0.615,0.105,334394.0,7948736.0,5,Serra da Saudade- Pelitos,1.463467841394283
117286,0.004899588,10.1187,17.0183,2.7219,2.2973,-3.228,821.508,0.361946777,5.847,0.6093,0.1042,334394.2,7948744.2,5,Serra da Saudade- Pelitos,1.4573531344398707
117287,0.004841197,10.1054,17.2136,2.5758,2.3146,-3.241,822.536,0.378598579,5.838,0.6036,0.1034,334394.4,7948752.4,5,Serra da Saudade- Pelitos,1.4505511073480377
117288,0.004724415,10.0921,17.4089,2.4297,2.3319,-3.267,823.564,0.411091313,5.829,0.5979,0.1026,334394.6,7948760.6,5,Serra da Saudade- Pelitos,1.4429405639501987
117289,0.004593035,10.0788,17.6042,2.2836,2.3492,-3.278,824.592,0.446729073,5.82,0.5922,0.1018,334394.8,7948768.8,5,Serra da Saudade- Pelitos,1.4343702098861737
117290,0.004476253,10.0655,17.7995,2.1375,2.3665,-3.269,825.62,0.477903408,5.811,0.5865,0.101,334395.0,7948777.0,5,Serra da Saudade- Pelitos,1.4246487763189966
117291,0.004307545,10.0522,17.9948,1.9914,2.3838,-3.257,826.648,0.521616742,5.802,0.5808,0.1002,334395.2,7948785.2,5,Serra da Saudade- Pelitos,1.413531022686219
117292,0.00424914,10.0389,18.1901,1.8453,2.4011,-3.26,827.676,0.536998116,5.793,0.5751,0.0994,334395.4,7948793.4,5,Serra da Saudade- Pelitos,1.4006974885244863
117293,0.00425857,10.0256,18.3854,1.6992,2.4184,-3.269,828.704,0.600589058,5.784,0.5694,0.0986,334395.6,7948801.6,5,Serra da Saudade- Pelitos,1.3857245265191698
117294,0.004481844,10.0123,18.5807,1.5531,2.4357,-3.27,829.732,0.663638864,5.775,0.5637,0.0978,334395.8,7948809.8,5,Serra da Saudade- Pelitos,1.368038805321664
117295,0.005151666,9.999,18.776,1.407,2.453,-3.251,830.76,0.801838499,5.766,0.558,0.097,334396.0,7948818.0,5,Serra da Saudade- Pelitos,1.3468462294493957
117296,0.00582738,10.0509,18.4752,1.5608,2.4781,-3.229,831.023,0.894428913,5.7779,0.5557,0.0964,334396.2,7948826.2,5,Serra da Saudade- Pelitos,1.360969342556745
117297,0.006106383,10.1028,18.1744,1.7146,2.5032,-3.231,831.286,0.92610906,5.7898,0.5534,0.0958,334396.4,7948834.4,5,Serra da Saudade- Pelitos,1.372362823074696
117298,0.006552788,10.1547,17.8736,1.8684,2.5283,-3.237,831.549,0.969933794,5.8017,0.5511,0.0952,334396.6,7948842.6,5,Serra da Saudade- Pelitos,1.381669314112283
117299,0.006999193,10.2066,17.5728,2.0222,2.5534,-3.226,831.812,1.00711672,5.8136,0.5488,0.0946,334396.8,7948850.8,5,Serra da Saudade- Pelitos,1.3893412372384981
117300,0.007445598,10.2585,17.272,2.176,2.5785,-3.191,832.075,1.039130536,5.8255,0.5465,0.094,334397.0,7948859.0,5,Serra da Saudade- Pelitos,1.3957057729118214
117301,0.008176147,10.3104,16.9712,2.3298,2.6036,-3.121,832.338,1.080823019,5.8374,0.5442,0.0934,334397.2,7948867.2,5,Serra da Saudade- Pelitos,1.4010049659043047
117302,0.008399278,10.3623,16.6704,2.4836,2.6287,-3.1,832.601,1.092559322,5.8493,0.5419,0.0928,334397.4,7948875.4,5,Serra da Saudade- Pelitos,1.405421363112008
117303,0.008622409,10.4142,16.3696,2.6374,2.6538,-3.081,832.864,1.103622595,5.8612,0.5396,0.0922,334397.6,7948883.6,5,Serra da Saudade- Pelitos,1.4090949085678077
117304,0.009514932,10.4661,16.0688,2.7912,2.6789,-3.013,833.127,1.142211151,5.8731,0.5373,0.0916,334397.8,7948891.8,5,Serra da Saudade- Pelitos,1.4121343758278653
117305,0.009738063,10.518,15.768,2.945,2.704,-2.997,833.39,1.150659433,5.885,0.535,0.091,334398.0,7948900.0,5,Serra da Saudade- Pelitos,1.4146252855065742
117306,0.010136213,10.5441,16.1577,2.7552,2.7294,-2.966,833.056,1.176421347,5.9198,0.5374,0.0909,334398.2,7948908.2,5,Serra da Saudade- Pelitos,1.404991858835214
117307,0.010257293,10.5702,16.5474,2.5654,2.7548,-2.966,832.722,1.18441359,5.9546,0.5398,0.0908,334398.4,7948916.4,5,Serra da Saudade- Pelitos,1.393894781818432
117308,0.010378372,10.5963,16.9371,2.3756,2.7802,-2.969,832.388,1.19219434,5.9894,0.5422,0.0907,334398.6,7948924.6,5,Serra da Saudade- Pelitos,1.3810030657066048
117309,0.010741612,10.6224,17.3268,2.1858,2.8056,-2.968,832.054,1.214353566,6.0242,0.5446,0.0906,334398.8,7948932.8,5,Serra da Saudade- Pelitos,1.365876737651777
117310,0.010983771,10.6485,17.7165,1.996,2.831,-2.946,831.72,1.228218073,6.059,0.547,0.0905,334399.0,7948941.0,5,Serra da Saudade- Pelitos,1.3479191194361444
117311,0.011232991,10.6746,18.1062,1.8062,2.8564,-2.924,831.386,1.240048285,6.0938,0.5494,0.0904,334399.2,7948949.2,5,Serra da Saudade- Pelitos,1.3263021803917427
117312,0.011505865,10.7007,18.4959,1.6164,2.8818,-2.909,831.052,1.254229159,6.1286,0.5518,0.0903,334399.4,7948957.4,5,Serra da Saudade- Pelitos,1.2998459942428993
117313,0.011748419,10.7268,18.8856,1.4266,2.9072,-2.903,830.718,1.266229666,6.1634,0.5542,0.0902,334399.6,7948965.6,5,Serra da Saudade- Pelitos,1.2668170848850175
117314,0.011869696,10.7529,19.2753,1.2368,2.9326,-2.901,830.384,1.272029634,6.1982,0.5566,0.0901,334399.8,7948973.8,5,Serra da Saudade- Pelitos,1.2245779100938798
117315,0.012233528,10.779,19.665,1.047,2.958,-2.907,830.05,1.288682607,6.233,0.559,0.09,334400.0,7948982.0,5,Serra da Saudade- Pelitos,1.168953216692935
117316,0.012618201,10.7013,19.735,1.0512,2.8911,-2.937,829.328,1.303639367,6.2978,0.5678,0.0904,334400.3,7948990.2,5,Serra da Saudade- Pelitos,1.187787282680302
117317,0.012739473,10.6236,19.805,1.0554,2.8242,-2.957,828.606,1.308615883,6.3626,0.5766,0.0908,334400.6,7948998.4,5,Serra da Saudade- Pelitos,1.2062591611757825
117318,0.012734871,10.5459,19.875,1.0596,2.7573,-3.002,827.884,1.311275488,6.4274,0.5854,0.0912,334400.9,7949006.6,5,Serra da Saudade- Pelitos,1.2243471163255504
117319,0.01267501,10.4682,19.945,1.0638,2.6904,-3.041,827.162,1.313746169,6.4922,0.5942,0.0916,334401.2,7949014.8,5,Serra da Saudade- Pelitos,1.2420313523404705
117320,0.012646711,10.3905,20.015,1.068,2.6235,-3.046,826.44,1.312647668,6.557,0.603,0.092,334401.5,7949023.0,5,Serra da Saudade- Pelitos,1.2592940395072276
117321,0.012626956,10.3128,20.085,1.0722,2.5566,-3.049,825.718,1.313475725,6.6218,0.6118,0.0924,334401.8,7949031.2,5,Serra da Saudade- Pelitos,1.2761193159105528
117322,0.012567689,10.2351,20.155,1.0764,2.4897,-3.065,824.996,1.315974423,6.6866,0.6206,0.0928,334402.1,7949039.4,5,Serra da Saudade- Pelitos,1.2924932669238531
117323,0.012523239,10.1574,20.225,1.0806,2.4228,-3.081,824.274,1.317862886,6.7514,0.6294,0.0932,334402.4,7949047.6,5,Serra da Saudade- Pelitos,1.3084038848318649
117324,0.012483728,10.0797,20.295,1.0848,2.3559,-3.097,823.552,1.319552029,6.8162,0.6382,0.0936,334402.7,7949055.8,5,Serra da Saudade- Pelitos,1.3238410111474772
117325,0.012437905,10.002,20.365,1.089,2.289,-3.109,822.83,1.319291251,6.881,0.647,0.094,334403.0,7949064.0,5,Serra da Saudade- Pelitos,1.338796264282609
117326,0.012379233,10.3093,20.618,1.2346,2.3819,-3.12,821.58,1.321849555,6.9899,0.665,0.095,334403.2,7949072.2,5,Serra da Saudade- Pelitos,1.3514991086839463
117327,0.012359676,10.6166,20.871,1.3802,2.4748,-3.127,820.33,1.322707347,7.0988,0.683,0.096,334403.4,7949080.4,5,Serra da Saudade- Pelitos,1.3613004212744635
117328,0.012320561,10.9239,21.124,1.5258,2.5677,-3.141,819.08,1.324430538,7.2077,0.701,0.097,334403.6,7949088.6,5,Serra da Saudade- Pelitos,1.369022698589226
117329,0.012296115,11.2312,21.377,1.6714,2.6606,-3.144,817.83,1.325512717,7.3166,0.719,0.098,334403.8,7949096.8,5,Serra da Saudade- Pelitos,1.37520748730661
117330,0.012930619,11.5385,21.63,1.817,2.7535,-3.129,816.58,1.322508096,7.4255,0.737,0.099,334404.0,7949105.0,5,Serra da Saudade- Pelitos,1.3802255745923329
117331,0.014546433,11.8458,21.883,1.9626,2.8464,-3.111,815.33,1.317376291,7.5344,0.755,0.1,334404.2,7949113.2,5,Serra da Saudade- Pelitos,1.3843391764796547
117332,0.015085038,12.1531,22.136,2.1082,2.9393,-3.109,814.08,1.315908747,7.6433,0.773,0.101,334404.4,7949121.4,5,Serra da Saudade- Pelitos,1.387738835393053
117333,0.016162248,12.4604,22.389,2.2538,3.0322,-3.109,812.83,1.313265676,7.7522,0.791,0.102,334404.6,7949129.6,5,Serra da Saudade- Pelitos,1.390566250064497
117334,0.016700852,12.7677,22.642,2.3994,3.1251,-3.11,811.58,1.312071397,7.8611,0.809,0.103,334404.8,7949137.8,5,Serra da Saudade- Pelitos,1.392928914502125
117335,0.018437708,13.075,22.895,2.545,3.218,-3.114,810.33,1.307642484,7.97,0.827,0.104,334405.0,7949146.0,5,Serra da Saudade- Pelitos,1.3949097976915446
117336,0.020051153,12.7146,22.314,2.415,3.1457,-3.126,809.096,1.30518062,8.1487,0.8584,0.1053,334405.2,7949154.1,5,Serra da Saudade- Pelitos,1.3891910176760385
117337,0.020588968,12.3542,21.733,2.285,3.0734,-3.137,807.862,1.304445423,8.3274,0.8898,0.1066,334405.4,7949162.2,5,Serra da Saudade- Pelitos,1.3828321513470478
117338,0.078218291,12.5127,26.8459,3.3576,1.7378,-8.502,811.06,0.570730314,16.1071,2.2677,0.1401,334410.4,7949365.4,5,Serra da Saudade- Pelitos,1.5373051627637826
117339,0.080642069,12.7278,28.0076,3.3554,1.6602,-9.267,812.67,0.547692993,16.5944,2.3538,0.1414,334410.6,7949373.6,5,Serra da Saudade- Pelitos,1.5414755047072095
117340,0.082882072,12.9429,29.1693,3.3532,1.5826,-10.109,814.28,0.527721207,17.0817,2.4399,0.1427,334410.8,7949381.8,5,Serra da Saudade- Pelitos,1.545195030201779
117341,0.085122074,13.158,30.331,3.351,1.505,-11.027,815.89,0.508147757,17.569,2.526,0.144,334411.0,7949390.0,5,Serra da Saudade- Pelitos,1.548515055560573
117342,0.086242075,12.9227,29.5159,3.4201,1.4741,-11.513,817.778,0.498493831,18.3503,2.6611,0.1449,334411.2,7949398.1,5,Serra da Saudade- Pelitos,1.5492738626559714
117343,0.097648863,12.6874,28.7008,3.4892,1.4432,-13.065,819.666,0.670306285,19.1316,2.7962,0.1458,334411.4,7949406.2,5,Serra da Saudade- Pelitos,1.5500007694889337
117344,0.110617912,12.4521,27.8857,3.5583,1.4123,-14.152,821.554,0.828293095,19.9129,2.9313,0.1467,334411.6,7949414.3,5,Serra da Saudade- Pelitos,1.5506974715899693
117345,0.129869948,12.2168,27.0706,3.6274,1.3814,-15.776,823.442,0.9820306,20.6942,3.0664,0.1476,334411.8,7949422.4,5,Serra da Saudade- Pelitos,1.551365516520172
117346,0.137958741,11.9815,26.2555,3.6965,1.3505,-16.308,825.33,1.029825592,21.4755,3.2015,0.1485,334412.0,7949430.5,5,Serra da Saudade- Pelitos,1.5520063147831489
117347,0.144429776,11.7462,25.4404,3.7656,1.3196,-16.834,827.218,1.063368819,22.2568,3.3366,0.1494,334412.2,7949438.6,5,Serra da Saudade- Pelitos,1.5526211489928587
117348,0.163842881,11.5109,24.6253,3.8347,1.2887,-18.345,829.106,1.145512567,23.0381,3.4717,0.1503,334412.4,7949446.7,5,Serra da Saudade- Pelitos,1.553211181392674
117349,0.176784951,11.2756,23.8102,3.9038,1.2578,-19.249,830.994,1.188956642,23.8194,3.6068,0.1512,334412.6,7949454.8,5,Serra da Saudade- Pelitos,1.5537774597741285
117350,0.196198055,11.0403,22.9951,3.9729,1.2269,-20.345,832.882,1.242337818,24.6007,3.7419,0.1521,334412.8,7949462.9,5,Serra da Saudade- Pelitos,1.5543209217938394
117351,0.202315795,10.805,22.18,4.042,1.196,-20.625,834.77,1.257368758,25.382,3.877,0.153,334413.0,7949471.0,5,Serra da Saudade- Pelitos,1.5548423976306798
117352,0.215230886,10.8315,22.5584,4.1245,1.1056,-21.033,836.352,1.285087529,26.3955,4.0463,0.1534,334413.1,7949479.2,5,Serra da Saudade- Pelitos,1.5576594697230777
117353,0.229760363,10.858,22.9368,4.207,1.0152,-21.226,837.934,1.312325418,27.409,4.2156,0.1538,334413.2,7949487.4,5,Serra da Saudade- Pelitos,1.5601160781139987
117354,0.236217908,10.8845,23.3152,4.2895,0.9248,-21.231,839.516,1.323298826,28.4225,4.3849,0.1542,334413.3,7949495.6,5,Serra da Saudade- Pelitos,1.5622448870814716
117355,0.243121412,10.911,23.6936,4.372,0.8344,-20.545,841.098,1.308141258,29.436,4.5542,0.1546,334413.4,7949503.8,5,Serra da Saudade- Pelitos,1.564075373987024
117356,0.240115618,10.9375,24.072,4.4545,0.744,-20.19,842.68,1.28968839,30.4495,4.7235,0.155,334413.5,7949512.0,5,Serra da Saudade- Pelitos,1.5656341737588504
117357,0.237109824,10.964,24.4504,4.537,0.6536,-19.767,844.262,1.270664947,31.463,4.8928,0.1554,334413.6,7949520.2,5,Serra da Saudade- Pelitos,1.5669453828896323
117358,0.228092443,10.9905,24.8288,4.6195,0.5632,-18.088,845.844,1.209802528,32.4765,5.0621,0.1558,334413.7,7949528.4,5,Serra da Saudade- Pelitos,1.5680308279368425
117359,0.222080856,11.017,25.2072,4.702,0.4728,-16.642,847.426,1.165628259,33.49,5.2314,0.1562,334413.8,7949536.6,5,Serra da Saudade- Pelitos,1.5689103029082128
117360,0.214929315,11.0435,25.5856,4.7845,0.3824,-14.954,849.008,1.111618639,34.5035,5.4007,0.1566,334413.9,7949544.8,5,Serra da Saudade- Pelitos,1.5696017793717314
117361,0.208928855,11.07,25.964,4.867,0.292,-13.06,850.59,1.059571924,35.517,5.57,0.157,334414.0,7949553.0,5,Serra da Saudade- Pelitos,1.5701215926467063
117362,0.202928394,11.0288,26.2346,4.7714,0.2545,-11.017,851.26,1.002731005,36.0303,5.6445,0.1568,334414.1,7949561.1,5,Serra da Saudade- Pelitos,1.5702788924384565
117363,0.196927934,10.9876,26.5052,4.6758,0.217,-8.885,851.93,0.940071524,36.5436,5.719,0.1566,334414.2,7949569.2,5,Serra da Saudade- Pelitos,1.5704163715581654
117364,0.190927473,10.9464,26.7758,4.5802,0.1795,-6.71,852.6,0.870152856,37.0569,5.7935,0.1564,334414.3,7949577.3,5,Serra da Saudade- Pelitos,1.5705336014335716
117365,0.184927013,10.9052,27.0464,4.4846,0.142,-4.517,853.27,0.790827769,37.5702,5.868,0.1562,334414.4,7949585.4,5,Serra da Saudade- Pelitos,1.5706300837420832
117366,0.178926553,10.864,27.317,4.389,0.1045,-2.35,853.94,0.698618723,38.0835,5.9425,0.156,334414.5,7949593.5,5,Serra da Saudade- Pelitos,1.570705244493355
117367,0.17445544,10.8228,27.5876,4.2934,0.067,0.698,854.61,0.676954721,38.5968,6.017,0.1558,334414.6,7949601.6,5,Serra da Saudade- Pelitos,1.5707584272205124
117368,0.174974966,10.7816,27.8582,4.1978,0.0295,1.63,855.28,0.722631047,39.1101,6.0915,0.1556,334414.7,7949609.7,5,Serra da Saudade- Pelitos,1.5707888851449547
117369,0.17601402,10.7404,28.1288,4.1022,0.0001,3.356,855.95,0.806875924,39.6234,6.166,0.1554,334414.8,7949617.8,5,Serra da Saudade- Pelitos,1.5707963267082339
117370,0.177330252,10.6992,28.3994,4.0066,0.0001,5.571,856.62,0.920080537,40.1367,6.2405,0.1552,334414.9,7949625.9,5,Serra da Saudade- Pelitos,1.5707963267070115
117371,0.177859066,10.658,28.67,3.911,0.0001,6.203,857.29,0.955269887,40.65,6.315,0.155,334415.0,7949634.0,5,Serra da Saudade- Pelitos,1.5707963267057132
117372,0.17838788,10.7327,28.5218,3.9445,0.0001,6.779,856.325,0.989402898,39.9611,6.184,0.1543,334415.1,7949642.1,5,Serra da Saudade- Pelitos,1.570796326706011
117373,0.179974324,10.8074,28.3736,3.978,0.0438,8.166,855.36,1.086500992,39.2722,6.053,0.1536,334415.2,7949650.2,5,Serra da Saudade- Pelitos,1.570779329923037
117374,0.181164156,10.8821,28.2254,4.0115,0.1072,8.811,854.395,1.155082936,38.5833,5.922,0.1529,334415.3,7949658.3,5,Serra da Saudade- Pelitos,1.5706948322577459
117375,0.181692971,10.9568,28.0772,4.045,0.1706,9.059,853.43,1.184606867,37.8944,5.791,0.1522,334415.4,7949666.4,5,Serra da Saudade- Pelitos,1.5705400639031022
117376,0.183279414,11.0315,27.929,4.0785,0.234,9.536,852.465,1.270233169,37.2055,5.66,0.1515,334415.5,7949674.5,5,Serra da Saudade- Pelitos,1.5703156249059769
117377,0.184865858,11.1062,27.7808,4.112,0.2974,9.625,851.5,1.352221605,36.5166,5.529,0.1508,334415.6,7949682.6,5,Serra da Saudade- Pelitos,1.5700220718500444
117378,0.185394672,11.1809,27.6326,4.1455,0.3608,9.575,850.535,1.378887324,35.8277,5.398,0.1501,334415.7,7949690.7,5,Serra da Saudade- Pelitos,1.5696599190080014
117379,0.186452301,11.2556,27.4844,4.179,0.4242,9.366,849.57,1.431378231,35.1388,5.267,0.1494,334415.8,7949698.8,5,Serra da Saudade- Pelitos,1.5692296394283376
117380,0.176189858,11.3303,27.3362,4.2125,0.4876,8.763,848.605,1.402948581,34.4499,5.136,0.1487,334415.9,7949706.9,5,Serra da Saudade- Pelitos,1.5687316659597028
117381,0.172439008,11.405,27.188,4.246,0.551,8.514,847.64,1.389574174,33.761,5.005,0.148,334416.0,7949715.0,5,Serra da Saudade- Pelitos,1.5681663922157374
117382,0.160248747,11.4735,27.1496,4.2495,0.6024,7.651,846.126,1.341496004,32.6827,4.817,0.1468,334416.1,7949723.2,5,Serra da Saudade- Pelitos,1.5676509894948998
117383,0.156497897,11.542,27.1112,4.253,0.6538,7.331,844.612,1.325078501,31.6044,4.629,0.1456,334416.2,7949731.4,5,Serra da Saudade- Pelitos,1.5670891464025458
117384,0.152747048,11.6105,27.0728,4.2565,0.7052,7.002,843.098,1.307781644,30.5261,4.441,0.1444,334416.3,7949739.6,5,Serra da Saudade- Pelitos,1.5664807773337395
117385,0.13774365,11.679,27.0344,4.26,0.7566,5.676,841.584,1.228055297,29.4478,4.253,0.1432,334416.4,7949747.8,5,Serra da Saudade- Pelitos,1.5658257960677162
117386,0.1339928,11.7475,26.996,4.2635,0.808,5.354,840.07,1.204937634,28.3695,4.065,0.142,334416.5,7949756.0,5,Serra da Saudade- Pelitos,1.5651241158038631
117387,0.13024195,11.816,26.9576,4.267,0.8594,5.035,838.556,1.18026323,27.2912,3.877,0.1408,334416.6,7949764.2,5,Serra da Saudade- Pelitos,1.5643756492010115
117388,0.118989402,11.8845,26.9192,4.2705,0.9108,4.094,837.042,1.094888433,26.2129,3.689,0.1396,334416.7,7949772.4,5,Serra da Saudade- Pelitos,1.563580308420086
117389,0.111487702,11.953,26.8808,4.274,0.9622,3.486,835.528,1.025728949,25.1346,3.501,0.1384,334416.8,7949780.6,5,Serra da Saudade- Pelitos,1.562738005170154
117390,0.103847554,12.0215,26.8424,4.2775,1.0136,2.905,834.014,0.941776562,24.0563,3.313,0.1372,334416.9,7949788.8,5,Serra da Saudade- Pelitos,1.561848650757918
117391,0.095402145,12.09,26.804,4.281,1.065,2.355,832.5,0.824350781,22.978,3.125,0.136,334417.0,7949797.0,5,Serra da Saudade- Pelitos,1.5609121561407016
117392,0.091674167,11.9481,26.5466,4.0774,1.1081,1.795,832.951,0.771918137,22.2023,2.9949,0.1344,334417.1,7949805.0,5,Serra da Saudade- Pelitos,1.559452827274788
117393,0.09021362,11.8062,26.2892,3.8738,1.1512,1.218,833.402,0.763317719,21.4266,2.8648,0.1328,334417.2,7949813.0,5,Serra da Saudade- Pelitos,1.557783774641496
117394,0.088753073,11.6643,26.0318,3.6702,1.1943,0.654,833.853,0.754352298,20.6509,2.7347,0.1312,334417.3,7949821.0,5,Serra da Saudade- Pelitos,1.5558683595632035
117395,0.086562252,11.5224,25.7744,3.4666,1.2374,-0.125,834.304,0.74016263,19.8752,2.6046,0.1296,334417.4,7949829.0,5,Serra da Saudade- Pelitos,1.5536612750917733
117396,0.085831979,11.3805,25.517,3.263,1.2805,-0.369,834.755,0.735220554,19.0995,2.4745,0.128,334417.5,7949837.0,5,Serra da Saudade- Pelitos,1.5511058448708395
117397,0.084371432,11.2386,25.2596,3.0594,1.3236,-0.841,835.206,0.724994082,18.3238,2.3444,0.1264,334417.6,7949845.0,5,Serra da Saudade- Pelitos,1.548130247506921
117398,0.082910885,11.0967,25.0022,2.8558,1.3667,-1.305,835.657,0.714281424,17.5481,2.2143,0.1248,334417.7,7949853.0,5,Serra da Saudade- Pelitos,1.5446421332253601
117399,0.081450337,10.9548,24.7448,2.6522,1.4098,-1.764,836.108,0.703043158,16.7724,2.0842,0.1232,334417.8,7949861.0,5,Serra da Saudade- Pelitos,1.5405207746238165
117400,0.07998979,10.8129,24.4874,2.4486,1.4529,-2.213,836.559,0.691234967,15.9967,1.9541,0.1216,334417.9,7949869.0,5,Serra da Saudade- Pelitos,1.5356053276602637
117401,0.078379774,10.671,24.23,2.245,1.496,-2.648,837.01,0.678396433,15.221,1.824,0.12,334418.0,7949877.0,5,Serra da Saudade- Pelitos,1.529676757231819
117402,0.076918913,10.6601,23.7052,2.2457,1.5885,-3.074,838.478,0.665416832,14.762,1.7498,0.1182,334418.0,7949885.1,5,Serra da Saudade- Pelitos,1.5234316979092568
117403,0.075275444,10.6492,23.1804,2.2464,1.681,-3.504,839.946,0.649933963,14.303,1.6756,0.1164,334418.0,7949893.2,5,Serra da Saudade- Pelitos,1.5165835501821283
117404,0.07445672,10.6383,22.6556,2.2471,1.7735,-3.943,841.414,0.638094191,13.844,1.6014,0.1146,334418.0,7949901.3,5,Serra da Saudade- Pelitos,1.5090924070362135
117405,0.075010563,10.6274,22.1308,2.2478,1.866,-4.179,842.882,0.636211802,13.385,1.5272,0.1128,334418.0,7949909.4,5,Serra da Saudade- Pelitos,1.5009150633055586
117406,0.076672093,10.6165,21.606,2.2485,1.9585,-4.85,844.35,0.630700233,12.926,1.453,0.111,334418.0,7949917.5,5,Serra da Saudade- Pelitos,1.4920047362909017
117407,0.078333623,10.6056,21.0812,2.2492,2.051,-5.506,845.818,0.6253832,12.467,1.3788,0.1092,334418.0,7949925.6,5,Serra da Saudade- Pelitos,1.4823107720685749
117408,0.078887467,10.5947,20.5564,2.2499,2.1435,-5.727,847.286,0.623652218,12.008,1.3046,0.1074,334418.0,7949933.7,5,Serra da Saudade- Pelitos,1.471778340860038
117409,0.07944131,10.5838,20.0316,2.2506,2.236,-5.947,848.754,0.621941284,11.549,1.2304,0.1056,334418.0,7949941.8,5,Serra da Saudade- Pelitos,1.460348126742289
117410,0.081656684,10.5729,19.5068,2.2513,2.3285,-6.819,850.222,0.615290854,11.09,1.1562,0.1038,334418.0,7949949.9,5,Serra da Saudade- Pelitos,1.4479560195464494
117411,0.082210527,10.562,18.982,2.252,2.421,-7.039,851.69,0.613674856,10.631,1.082,0.102,334418.0,7949958.0,5,Serra da Saudade- Pelitos,1.4345328201983667
117412,0.082764371,10.4757,18.7007,2.0798,2.4921,-7.262,851.892,0.612076845,10.3706,1.042,0.1003,334418.1,7949966.0,5,Serra da Saudade- Pelitos,1.4124527451235318
117413,0.084425901,10.3894,18.4194,1.9076,2.5632,-7.959,852.094,0.607387619,10.1102,1.002,0.0986,334418.2,7949974.0,5,Serra da Saudade- Pelitos,1.3859478349272387
117414,0.085533588,10.3031,18.1381,1.7354,2.6343,-8.443,852.296,0.604345826,9.8498,0.962,0.0969,334418.3,7949982.0,5,Serra da Saudade- Pelitos,1.3538028100054529
117415,0.086087431,10.2168,17.8568,1.5632,2.7054,-8.683,852.498,0.602849379,9.5894,0.922,0.0952,334418.4,7949990.0,5,Serra da Saudade- Pelitos,1.3143618405608388
117416,0.087748961,10.1305,17.5755,1.391,2.7765,-9.386,852.7,0.59845458,9.329,0.882,0.0935,334418.5,7949998.0,5,Serra da Saudade- Pelitos,1.2653384587329926
117417,0.088514675,10.0442,17.2942,1.2188,2.8476,-9.636,852.902,0.591635458,9.0686,0.842,0.0918,334418.6,7950006.0,5,Serra da Saudade- Pelitos,1.2035465772426792
117418,0.091447428,9.9579,17.0129,1.0466,2.9187,-10.454,853.104,0.5552516,8.8082,0.802,0.0901,334418.7,7950014.0,5,Serra da Saudade- Pelitos,1.124551856853889
117419,0.093172744,9.8716,16.7316,0.8744,2.9898,-11.031,853.306,0.531177993,8.5478,0.762,0.0884,334418.8,7950022.0,5,Serra da Saudade- Pelitos,1.0223324960666247
117420,0.094144127,9.7853,16.4503,0.7022,3.0609,-11.328,853.508,0.519107127,8.2874,0.722,0.0867,334418.9,7950030.0,5,Serra da Saudade- Pelitos,0.8893357723428739
